OrderID,OrderDate,CustomerID,CustomerName,Region,Segment,Category,Product,Quantity,UnitPrice,UnitCost,Channel,SalesRepID,SalesRep,Revenue,COGS,GrossProfit,Discount
ORD-13021,2023-09-24,C0173,Customer 173,South,SMB,Electronics,UltraBook 13,14,807.5,570,Wholesale,SR02,Priya Patel,11305.0,7980,3325.0,0.15
ORD-13022,2022-11-20,C0034,Customer 34,East,Corporate,Electronics,UltraBook 13,14,950,570,Direct,SR08,Kavya Reddy,13300,7980,5320,0
ORD-13023,2023-09-10,C0007,Customer 7,North,Consumer,Office Supplies,File Cabinet,9,120,60,Wholesale,SR01,Arjun Sharma,1080,540,540,0
ORD-13024,2023-08-22,C0029,Customer 29,Central,Consumer,Software,Project Manager,2,600,80,Online,SR05,Vikram Nair,1200,160,1040,0
ORD-13025,2022-04-19,C0082,Customer 82,South,Consumer,Software,CRM Suite Annual,6,1710.0,200,Direct,SR02,Priya Patel,10260.0,1200,9060.0,0.05
ORD-13026,2024-02-15,C0138,Customer 138,Central,Consumer,Office Supplies,File Cabinet,9,114.0,60,Direct,SR05,Vikram Nair,1026.0,540,486.0,0.05
ORD-13027,2024-03-21,C0033,Customer 33,North,Corporate,Software,Security Suite,15,855.0,100,Online,SR01,Arjun Sharma,12825.0,1500,11325.0,0.05
ORD-13028,2022-01-10,C0069,Customer 69,East,SMB,Software,ERP Module,15,2400,300,Online,SR08,Kavya Reddy,36000,4500,31500,0
ORD-13029,2023-06-08,C0169,Customer 169,Central,Corporate,Furniture,Standing Desk,19,750,400,Online,SR05,Vikram Nair,14250,7600,6650,0
ORD-13030,2023-05-18,C0146,Customer 146,West,Corporate,Office Supplies,File Cabinet,3,114.0,60,Wholesale,SR04,Sneha Joshi,342.0,180,162.0,0.05
ORD-13031,2022-02-14,C0147,Customer 147,West,SMB,Electronics,Smartwatch X,13,225.0,130,Retail,SR04,Sneha Joshi,2925.0,1690,1235.0,0.1
ORD-13032,2024-05-03,C0059,Customer 59,East,Consumer,Furniture,Bookshelf L,18,200,95,Direct,SR08,Kavya Reddy,3600,1710,1890,0
ORD-13033,2022-10-04,C0130,Customer 130,South,Consumer,Clothing,Business Suit,4,320,170,Direct,SR02,Priya Patel,1280,680,600,0
ORD-13034,2022-11-23,C0048,Customer 48,East,Consumer,Office Supplies,Sticky Notes Bulk,1,15,5,Online,SR03,Rohit Mehta,15,5,10,0
ORD-13035,2022-06-20,C0176,Customer 176,North,Corporate,Furniture,Standing Desk,1,750,400,Wholesale,SR01,Arjun Sharma,750,400,350,0
ORD-13036,2022-01-02,C0001,Customer 1,North,Consumer,Furniture,Ergonomic Chair,1,450,240,Direct,SR01,Arjun Sharma,450,240,210,0
ORD-13037,2022-09-12,C0117,Customer 117,Central,Consumer,Office Supplies,Sticky Notes Bulk,19,15,5,Online,SR05,Vikram Nair,285,95,190,0
ORD-13038,2022-01-04,C0147,Customer 147,West,SMB,Software,ERP Module,4,2400,300,Online,SR04,Sneha Joshi,9600,1200,8400,0
ORD-13039,2023-02-20,C0149,Customer 149,West,Consumer,Electronics,Laptop Pro 15,13,1080.0,720,Retail,SR04,Sneha Joshi,14040.0,9360,4680.0,0.1
ORD-13040,2024-04-20,C0176,Customer 176,North,Corporate,Furniture,Ergonomic Chair,7,427.5,240,Direct,SR06,Neha Gupta,2992.5,1680,1312.5,0.05
ORD-13041,2024-01-28,C0100,Customer 100,South,SMB,Software,CRM Suite Annual,18,1530.0,200,Wholesale,SR02,Priya Patel,27540.0,3600,23940.0,0.15
ORD-13042,2022-11-04,C0141,Customer 141,West,Corporate,Software,CRM Suite Annual,16,1800,200,Direct,SR04,Sneha Joshi,28800,3200,25600,0
ORD-13043,2022-09-08,C0006,Customer 6,Central,Corporate,Electronics,Laptop Pro 15,8,1200,720,Direct,SR05,Vikram Nair,9600,5760,3840,0
ORD-13044,2022-05-02,C0115,Customer 115,East,SMB,Electronics,UltraBook 13,4,855.0,570,Online,SR03,Rohit Mehta,3420.0,2280,1140.0,0.1
ORD-13045,2022-11-22,C0143,Customer 143,North,Consumer,Electronics,Tablet 10,9,400,220,Retail,SR06,Neha Gupta,3600,1980,1620,0
ORD-13046,2024-02-17,C0039,Customer 39,North,SMB,Software,Project Manager,7,510.0,80,Wholesale,SR01,Arjun Sharma,3570.0,560,3010.0,0.15
ORD-13047,2024-04-04,C0093,Customer 93,Central,Consumer,Electronics,Laptop Pro 15,11,1200,720,Wholesale,SR05,Vikram Nair,13200,7920,5280,0
ORD-13048,2023-02-27,C0115,Customer 115,East,SMB,Clothing,Business Suit,13,288.0,170,Wholesale,SR08,Kavya Reddy,3744.0,2210,1534.0,0.1
ORD-13049,2022-10-18,C0104,Customer 104,North,Consumer,Software,Project Manager,15,600,80,Online,SR06,Neha Gupta,9000,1200,7800,0
ORD-13050,2022-04-08,C0036,Customer 36,East,Corporate,Electronics,Tablet 10,1,400,220,Online,SR08,Kavya Reddy,400,220,180,0
ORD-13051,2023-12-07,C0036,Customer 36,East,Corporate,Software,Analytics Tool,17,1140.0,150,Wholesale,SR03,Rohit Mehta,19380.0,2550,16830.0,0.05
ORD-13052,2022-01-02,C0037,Customer 37,South,SMB,Furniture,Standing Desk,17,750,400,Online,SR02,Priya Patel,12750,6800,5950,0
ORD-13053,2023-05-24,C0035,Customer 35,East,Consumer,Office Supplies,Stapler Pro,8,25,10,Retail,SR08,Kavya Reddy,200,80,120,0
ORD-13054,2023-02-26,C0057,Customer 57,Central,Corporate,Office Supplies,Ballpoint Pens Pack,15,18,6,Online,SR05,Vikram Nair,270,90,180,0
ORD-13055,2022-10-29,C0159,Customer 159,North,Consumer,Electronics,UltraBook 13,18,950,570,Wholesale,SR01,Arjun Sharma,17100,10260,6840,0
ORD-13056,2022-04-20,C0176,Customer 176,North,Corporate,Software,CRM Suite Annual,3,1530.0,200,Retail,SR06,Neha Gupta,4590.0,600,3990.0,0.15
ORD-13057,2024-03-16,C0145,Customer 145,West,Corporate,Office Supplies,Stapler Pro,10,21.25,10,Direct,SR04,Sneha Joshi,212.5,100,112.5,0.15
ORD-13058,2022-04-28,C0119,Customer 119,West,Consumer,Electronics,Laptop Pro 15,8,1200,720,Wholesale,SR04,Sneha Joshi,9600,5760,3840,0
ORD-13059,2023-03-13,C0014,Customer 14,Central,Corporate,Clothing,Business Suit,5,288.0,170,Retail,SR05,Vikram Nair,1440.0,850,590.0,0.1
ORD-13060,2023-06-19,C0023,Customer 23,North,SMB,Furniture,Standing Desk,3,637.5,400,Retail,SR01,Arjun Sharma,1912.5,1200,712.5,0.15
ORD-13061,2022-07-25,C0189,Customer 189,North,Consumer,Furniture,Meeting Table,3,900,500,Online,SR06,Neha Gupta,2700,1500,1200,0
ORD-13062,2022-05-09,C0137,Customer 137,North,Consumer,Electronics,Wireless Headphones,1,171.0,90,Direct,SR06,Neha Gupta,171.0,90,81.0,0.05
ORD-13063,2023-03-22,C0198,Customer 198,North,Consumer,Office Supplies,Ballpoint Pens Pack,10,17.1,6,Online,SR06,Neha Gupta,171.0,60,111.0,0.05
ORD-13064,2024-06-15,C0037,Customer 37,South,SMB,Office Supplies,Ballpoint Pens Pack,14,18,6,Wholesale,SR07,Amit Desai,252,84,168,0
ORD-13065,2023-01-28,C0160,Customer 160,North,SMB,Electronics,Laptop Pro 15,11,1200,720,Online,SR01,Arjun Sharma,13200,7920,5280,0
ORD-13066,2023-01-10,C0188,Customer 188,Central,Corporate,Clothing,Formal Shirt,16,65,28,Wholesale,SR05,Vikram Nair,1040,448,592,0
ORD-13067,2022-08-29,C0108,Customer 108,South,SMB,Office Supplies,File Cabinet,16,114.0,60,Retail,SR02,Priya Patel,1824.0,960,864.0,0.05
ORD-13068,2022-06-17,C0192,Customer 192,Central,Consumer,Office Supplies,Printer Paper A4,15,29.75,12,Retail,SR05,Vikram Nair,446.25,180,266.25,0.15
ORD-13069,2023-02-08,C0131,Customer 131,South,SMB,Clothing,Business Suit,14,272.0,170,Direct,SR07,Amit Desai,3808.0,2380,1428.0,0.15
ORD-13070,2022-12-26,C0034,Customer 34,East,Corporate,Clothing,Formal Shirt,3,58.5,28,Direct,SR08,Kavya Reddy,175.5,84,91.5,0.1
ORD-13071,2024-06-24,C0114,Customer 114,Central,Consumer,Clothing,Tie Collection,20,40,15,Direct,SR05,Vikram Nair,800,300,500,0
ORD-13072,2023-04-24,C0149,Customer 149,West,Consumer,Electronics,UltraBook 13,7,950,570,Online,SR04,Sneha Joshi,6650,3990,2660,0
ORD-13073,2022-02-07,C0131,Customer 131,South,SMB,Clothing,Business Suit,17,288.0,170,Direct,SR07,Amit Desai,4896.0,2890,2006.0,0.1
ORD-13074,2022-11-05,C0061,Customer 61,West,Consumer,Furniture,Ergonomic Chair,9,450,240,Wholesale,SR04,Sneha Joshi,4050,2160,1890,0
ORD-13075,2022-02-24,C0190,Customer 190,East,Consumer,Office Supplies,Sticky Notes Bulk,18,15,5,Online,SR08,Kavya Reddy,270,90,180,0
ORD-13076,2022-06-04,C0164,Customer 164,South,SMB,Electronics,Wireless Headphones,9,162.0,90,Wholesale,SR07,Amit Desai,1458.0,810,648.0,0.1
ORD-13077,2022-06-17,C0148,Customer 148,Central,SMB,Office Supplies,Stapler Pro,1,23.75,10,Wholesale,SR05,Vikram Nair,23.75,10,13.75,0.05
ORD-13078,2024-03-31,C0197,Customer 197,West,Corporate,Office Supplies,Printer Paper A4,4,29.75,12,Direct,SR04,Sneha Joshi,119.0,48,71.0,0.15
ORD-13079,2024-03-03,C0141,Customer 141,West,Corporate,Furniture,Meeting Table,17,900,500,Direct,SR04,Sneha Joshi,15300,8500,6800,0
ORD-13080,2022-09-13,C0060,Customer 60,South,SMB,Electronics,Smartwatch X,8,250,130,Wholesale,SR07,Amit Desai,2000,1040,960,0
ORD-13081,2023-05-28,C0186,Customer 186,East,SMB,Software,Analytics Tool,17,1080.0,150,Wholesale,SR03,Rohit Mehta,18360.0,2550,15810.0,0.1
ORD-13082,2023-08-24,C0006,Customer 6,Central,Corporate,Clothing,Tie Collection,13,40,15,Online,SR05,Vikram Nair,520,195,325,0
ORD-13083,2022-12-22,C0012,Customer 12,Central,Corporate,Electronics,Laptop Pro 15,3,1200,720,Wholesale,SR05,Vikram Nair,3600,2160,1440,0
ORD-13084,2022-11-15,C0022,Customer 22,Central,Corporate,Furniture,Bookshelf L,8,200,95,Online,SR05,Vikram Nair,1600,760,840,0
ORD-13085,2023-12-27,C0080,Customer 80,East,SMB,Clothing,Business Suit,1,320,170,Direct,SR08,Kavya Reddy,320,170,150,0
ORD-13086,2022-05-26,C0099,Customer 99,Central,SMB,Electronics,Tablet 10,2,400,220,Retail,SR05,Vikram Nair,800,440,360,0
ORD-13087,2022-03-05,C0153,Customer 153,Central,Consumer,Furniture,Executive Desk,18,540.0,310,Online,SR05,Vikram Nair,9720.0,5580,4140.0,0.1
ORD-13088,2022-03-24,C0009,Customer 9,South,SMB,Electronics,Wireless Headphones,7,180,90,Direct,SR02,Priya Patel,1260,630,630,0
ORD-13089,2024-04-12,C0028,Customer 28,Central,Corporate,Electronics,UltraBook 13,4,855.0,570,Direct,SR05,Vikram Nair,3420.0,2280,1140.0,0.1
ORD-13090,2024-02-20,C0012,Customer 12,Central,Corporate,Software,Security Suite,13,900,100,Wholesale,SR05,Vikram Nair,11700,1300,10400,0
ORD-13091,2023-12-02,C0185,Customer 185,Central,SMB,Software,CRM Suite Annual,4,1620.0,200,Wholesale,SR05,Vikram Nair,6480.0,800,5680.0,0.1
ORD-13092,2024-05-15,C0085,Customer 85,North,SMB,Clothing,Tie Collection,1,34.0,15,Online,SR06,Neha Gupta,34.0,15,19.0,0.15
ORD-13093,2022-03-20,C0088,Customer 88,East,Corporate,Furniture,Standing Desk,11,675.0,400,Retail,SR03,Rohit Mehta,7425.0,4400,3025.0,0.1
ORD-13094,2023-12-25,C0121,Customer 121,South,Consumer,Electronics,Laptop Pro 15,18,1080.0,720,Direct,SR02,Priya Patel,19440.0,12960,6480.0,0.1
ORD-13095,2023-06-20,C0036,Customer 36,East,Corporate,Electronics,Smartwatch X,20,250,130,Retail,SR08,Kavya Reddy,5000,2600,2400,0
ORD-13096,2023-04-25,C0028,Customer 28,Central,Corporate,Electronics,Smartwatch X,1,225.0,130,Online,SR05,Vikram Nair,225.0,130,95.0,0.1
ORD-13097,2024-03-08,C0040,Customer 40,South,SMB,Software,Security Suite,7,765.0,100,Direct,SR02,Priya Patel,5355.0,700,4655.0,0.15
ORD-13098,2022-09-15,C0199,Customer 199,West,Corporate,Clothing,Formal Trousers,18,90,42,Direct,SR04,Sneha Joshi,1620,756,864,0
ORD-13099,2022-12-13,C0115,Customer 115,East,SMB,Furniture,Executive Desk,18,600,310,Online,SR08,Kavya Reddy,10800,5580,5220,0
ORD-13100,2022-07-06,C0004,Customer 4,North,SMB,Office Supplies,File Cabinet,12,114.0,60,Online,SR06,Neha Gupta,1368.0,720,648.0,0.05
ORD-13101,2022-01-16,C0172,Customer 172,East,Corporate,Furniture,Bookshelf L,7,200,95,Retail,SR08,Kavya Reddy,1400,665,735,0
ORD-13102,2024-06-16,C0042,Customer 42,West,Corporate,Clothing,Formal Shirt,13,58.5,28,Online,SR04,Sneha Joshi,760.5,364,396.5,0.1
ORD-13103,2024-03-19,C0172,Customer 172,East,Corporate,Clothing,Tie Collection,18,40,15,Direct,SR08,Kavya Reddy,720,270,450,0
ORD-13104,2022-09-23,C0006,Customer 6,Central,Corporate,Clothing,Formal Trousers,15,76.5,42,Wholesale,SR05,Vikram Nair,1147.5,630,517.5,0.15
ORD-13105,2022-03-09,C0177,Customer 177,Central,SMB,Clothing,Tie Collection,8,36.0,15,Wholesale,SR05,Vikram Nair,288.0,120,168.0,0.1
ORD-13106,2023-12-15,C0083,Customer 83,East,Consumer,Furniture,Executive Desk,4,570.0,310,Wholesale,SR03,Rohit Mehta,2280.0,1240,1040.0,0.05
ORD-13107,2024-04-23,C0019,Customer 19,North,Consumer,Furniture,Standing Desk,16,750,400,Retail,SR01,Arjun Sharma,12000,6400,5600,0
ORD-13108,2022-07-22,C0167,Customer 167,West,SMB,Office Supplies,Printer Paper A4,6,35,12,Retail,SR04,Sneha Joshi,210,72,138,0
ORD-13109,2023-12-21,C0138,Customer 138,Central,Consumer,Electronics,Tablet 10,19,400,220,Wholesale,SR05,Vikram Nair,7600,4180,3420,0
ORD-13110,2023-07-09,C0017,Customer 17,East,Consumer,Office Supplies,File Cabinet,1,120,60,Wholesale,SR03,Rohit Mehta,120,60,60,0
ORD-13111,2022-04-20,C0020,Customer 20,West,Consumer,Clothing,Tie Collection,11,40,15,Online,SR04,Sneha Joshi,440,165,275,0
ORD-13112,2022-05-31,C0019,Customer 19,North,Consumer,Electronics,Wireless Headphones,16,153.0,90,Wholesale,SR06,Neha Gupta,2448.0,1440,1008.0,0.15
ORD-13113,2024-02-21,C0179,Customer 179,Central,Consumer,Software,Security Suite,13,765.0,100,Retail,SR05,Vikram Nair,9945.0,1300,8645.0,0.15
ORD-13114,2022-08-25,C0060,Customer 60,South,SMB,Software,Project Manager,18,600,80,Online,SR07,Amit Desai,10800,1440,9360,0
ORD-13115,2022-01-04,C0031,Customer 31,South,Corporate,Office Supplies,Printer Paper A4,16,33.25,12,Wholesale,SR07,Amit Desai,532.0,192,340.0,0.05
ORD-13116,2024-02-27,C0130,Customer 130,South,Consumer,Furniture,Standing Desk,4,750,400,Direct,SR07,Amit Desai,3000,1600,1400,0
ORD-13117,2022-09-10,C0083,Customer 83,East,Consumer,Software,Project Manager,5,540.0,80,Online,SR03,Rohit Mehta,2700.0,400,2300.0,0.1
ORD-13118,2023-04-05,C0026,Customer 26,North,SMB,Clothing,Leather Belt,8,40.5,18,Wholesale,SR01,Arjun Sharma,324.0,144,180.0,0.1
ORD-13119,2024-02-23,C0130,Customer 130,South,Consumer,Software,Security Suite,11,900,100,Wholesale,SR02,Priya Patel,9900,1100,8800,0
ORD-13120,2022-06-08,C0196,Customer 196,East,SMB,Clothing,Business Suit,6,320,170,Direct,SR08,Kavya Reddy,1920,1020,900,0
ORD-13121,2022-01-20,C0075,Customer 75,South,Corporate,Furniture,Bookshelf L,12,200,95,Direct,SR07,Amit Desai,2400,1140,1260,0
ORD-13122,2024-03-02,C0037,Customer 37,South,SMB,Clothing,Formal Trousers,12,90,42,Direct,SR02,Priya Patel,1080,504,576,0
ORD-13123,2022-04-15,C0053,Customer 53,East,Consumer,Electronics,Smartwatch X,17,237.5,130,Online,SR03,Rohit Mehta,4037.5,2210,1827.5,0.05
ORD-13124,2023-01-06,C0194,Customer 194,Central,Consumer,Clothing,Leather Belt,18,38.25,18,Retail,SR05,Vikram Nair,688.5,324,364.5,0.15
ORD-13125,2023-05-08,C0026,Customer 26,North,SMB,Electronics,UltraBook 13,11,950,570,Retail,SR06,Neha Gupta,10450,6270,4180,0
ORD-13126,2023-06-27,C0114,Customer 114,Central,Consumer,Electronics,UltraBook 13,3,950,570,Wholesale,SR05,Vikram Nair,2850,1710,1140,0
ORD-13127,2023-12-24,C0099,Customer 99,Central,SMB,Clothing,Formal Shirt,6,58.5,28,Retail,SR05,Vikram Nair,351.0,168,183.0,0.1
ORD-13128,2022-12-07,C0176,Customer 176,North,Corporate,Office Supplies,Sticky Notes Bulk,5,14.25,5,Retail,SR06,Neha Gupta,71.25,25,46.25,0.05
ORD-13129,2023-07-23,C0012,Customer 12,Central,Corporate,Software,Project Manager,14,570.0,80,Wholesale,SR05,Vikram Nair,7980.0,1120,6860.0,0.05
ORD-13130,2022-05-20,C0168,Customer 168,Central,SMB,Electronics,Smartwatch X,7,250,130,Direct,SR05,Vikram Nair,1750,910,840,0
ORD-13131,2022-03-11,C0054,Customer 54,South,SMB,Furniture,Bookshelf L,16,190.0,95,Retail,SR07,Amit Desai,3040.0,1520,1520.0,0.05
ORD-13132,2023-01-02,C0056,Customer 56,East,SMB,Software,Analytics Tool,17,1140.0,150,Online,SR08,Kavya Reddy,19380.0,2550,16830.0,0.05
ORD-13133,2023-02-21,C0133,Customer 133,West,Consumer,Electronics,Wireless Headphones,19,153.0,90,Retail,SR04,Sneha Joshi,2907.0,1710,1197.0,0.15
ORD-13134,2022-06-30,C0200,Customer 200,North,Consumer,Electronics,Wireless Headphones,8,180,90,Online,SR06,Neha Gupta,1440,720,720,0
ORD-13135,2022-12-22,C0155,Customer 155,North,SMB,Electronics,Tablet 10,16,400,220,Direct,SR01,Arjun Sharma,6400,3520,2880,0
ORD-13136,2024-01-31,C0153,Customer 153,Central,Consumer,Electronics,Wireless Headphones,14,180,90,Online,SR05,Vikram Nair,2520,1260,1260,0
ORD-13137,2022-11-18,C0106,Customer 106,East,Consumer,Furniture,Bookshelf L,2,170.0,95,Direct,SR08,Kavya Reddy,340.0,190,150.0,0.15
ORD-13138,2023-05-28,C0128,Customer 128,West,SMB,Software,Security Suite,12,900,100,Retail,SR04,Sneha Joshi,10800,1200,9600,0
ORD-13139,2023-03-23,C0181,Customer 181,South,Corporate,Electronics,Tablet 10,8,360.0,220,Wholesale,SR02,Priya Patel,2880.0,1760,1120.0,0.1
ORD-13140,2022-05-31,C0054,Customer 54,South,SMB,Furniture,Standing Desk,5,712.5,400,Retail,SR07,Amit Desai,3562.5,2000,1562.5,0.05
ORD-13141,2022-07-04,C0045,Customer 45,East,Consumer,Electronics,UltraBook 13,16,950,570,Online,SR03,Rohit Mehta,15200,9120,6080,0
ORD-13142,2024-02-19,C0095,Customer 95,West,SMB,Electronics,Smartwatch X,14,225.0,130,Online,SR04,Sneha Joshi,3150.0,1820,1330.0,0.1
ORD-13143,2023-05-19,C0043,Customer 43,East,SMB,Electronics,Smartwatch X,10,250,130,Wholesale,SR03,Rohit Mehta,2500,1300,1200,0
ORD-13144,2022-04-27,C0142,Customer 142,South,Corporate,Office Supplies,Stapler Pro,19,22.5,10,Retail,SR07,Amit Desai,427.5,190,237.5,0.1
ORD-13145,2022-02-03,C0027,Customer 27,East,SMB,Office Supplies,Ballpoint Pens Pack,19,18,6,Retail,SR08,Kavya Reddy,342,114,228,0
ORD-13146,2023-08-22,C0008,Customer 8,North,Consumer,Furniture,Ergonomic Chair,14,405.0,240,Online,SR01,Arjun Sharma,5670.0,3360,2310.0,0.1
ORD-13147,2022-04-08,C0174,Customer 174,East,Corporate,Office Supplies,Ballpoint Pens Pack,9,17.1,6,Online,SR08,Kavya Reddy,153.9,54,99.9,0.05
ORD-13148,2022-03-04,C0007,Customer 7,North,Consumer,Clothing,Tie Collection,15,38.0,15,Online,SR01,Arjun Sharma,570.0,225,345.0,0.05
ORD-13149,2022-08-10,C0050,Customer 50,East,Consumer,Electronics,Smartwatch X,2,250,130,Online,SR08,Kavya Reddy,500,260,240,0
ORD-13150,2022-02-03,C0051,Customer 51,West,Corporate,Office Supplies,File Cabinet,6,114.0,60,Direct,SR04,Sneha Joshi,684.0,360,324.0,0.05
ORD-13151,2022-07-07,C0097,Customer 97,Central,SMB,Office Supplies,Stapler Pro,4,23.75,10,Retail,SR05,Vikram Nair,95.0,40,55.0,0.05
ORD-13152,2023-07-31,C0111,Customer 111,North,Consumer,Office Supplies,Sticky Notes Bulk,18,15,5,Retail,SR01,Arjun Sharma,270,90,180,0
ORD-13153,2023-07-31,C0194,Customer 194,Central,Consumer,Electronics,Smartwatch X,9,250,130,Retail,SR05,Vikram Nair,2250,1170,1080,0
ORD-13154,2024-06-21,C0187,Customer 187,Central,Consumer,Office Supplies,File Cabinet,4,102.0,60,Retail,SR05,Vikram Nair,408.0,240,168.0,0.15
ORD-13155,2024-01-26,C0033,Customer 33,North,Corporate,Software,Analytics Tool,6,1140.0,150,Retail,SR06,Neha Gupta,6840.0,900,5940.0,0.05
ORD-13156,2023-07-08,C0147,Customer 147,West,SMB,Electronics,UltraBook 13,13,950,570,Wholesale,SR04,Sneha Joshi,12350,7410,4940,0
ORD-13157,2023-10-30,C0198,Customer 198,North,Consumer,Electronics,Wireless Headphones,2,180,90,Direct,SR06,Neha Gupta,360,180,180,0
ORD-13158,2024-01-06,C0102,Customer 102,East,Corporate,Clothing,Formal Trousers,6,85.5,42,Retail,SR08,Kavya Reddy,513.0,252,261.0,0.05
ORD-13159,2023-07-21,C0053,Customer 53,East,Consumer,Office Supplies,Stapler Pro,9,22.5,10,Wholesale,SR08,Kavya Reddy,202.5,90,112.5,0.1
ORD-13160,2022-01-24,C0130,Customer 130,South,Consumer,Clothing,Business Suit,10,320,170,Direct,SR07,Amit Desai,3200,1700,1500,0
ORD-13161,2024-02-06,C0193,Customer 193,East,Corporate,Clothing,Leather Belt,1,45,18,Online,SR08,Kavya Reddy,45,18,27,0
ORD-13162,2023-07-13,C0145,Customer 145,West,Corporate,Electronics,Laptop Pro 15,20,1200,720,Retail,SR04,Sneha Joshi,24000,14400,9600,0
ORD-13163,2022-07-10,C0199,Customer 199,West,Corporate,Electronics,Wireless Headphones,8,162.0,90,Online,SR04,Sneha Joshi,1296.0,720,576.0,0.1
ORD-13164,2022-10-14,C0147,Customer 147,West,SMB,Office Supplies,File Cabinet,19,120,60,Retail,SR04,Sneha Joshi,2280,1140,1140,0
ORD-13165,2022-06-10,C0064,Customer 64,South,SMB,Office Supplies,Ballpoint Pens Pack,6,18,6,Retail,SR02,Priya Patel,108,36,72,0
ORD-13166,2022-09-08,C0011,Customer 11,Central,Consumer,Office Supplies,Printer Paper A4,12,29.75,12,Wholesale,SR05,Vikram Nair,357.0,144,213.0,0.15
ORD-13167,2022-12-19,C0159,Customer 159,North,Consumer,Electronics,Laptop Pro 15,11,1200,720,Wholesale,SR01,Arjun Sharma,13200,7920,5280,0
ORD-13168,2024-03-26,C0104,Customer 104,North,Consumer,Electronics,UltraBook 13,7,855.0,570,Retail,SR06,Neha Gupta,5985.0,3990,1995.0,0.1
ORD-13169,2024-02-13,C0042,Customer 42,West,Corporate,Furniture,Ergonomic Chair,8,427.5,240,Retail,SR04,Sneha Joshi,3420.0,1920,1500.0,0.05
ORD-13170,2023-08-30,C0002,Customer 2,East,Consumer,Clothing,Formal Shirt,12,58.5,28,Retail,SR03,Rohit Mehta,702.0,336,366.0,0.1
ORD-13171,2022-05-06,C0193,Customer 193,East,Corporate,Furniture,Bookshelf L,3,200,95,Online,SR08,Kavya Reddy,600,285,315,0
ORD-13172,2023-03-31,C0101,Customer 101,East,Corporate,Office Supplies,File Cabinet,20,108.0,60,Retail,SR08,Kavya Reddy,2160.0,1200,960.0,0.1
ORD-13173,2022-02-27,C0063,Customer 63,South,SMB,Electronics,UltraBook 13,13,950,570,Online,SR07,Amit Desai,12350,7410,4940,0
ORD-13174,2023-05-08,C0151,Customer 151,South,Consumer,Clothing,Leather Belt,9,45,18,Online,SR07,Amit Desai,405,162,243,0
ORD-13175,2022-01-16,C0153,Customer 153,Central,Consumer,Clothing,Formal Shirt,3,58.5,28,Retail,SR05,Vikram Nair,175.5,84,91.5,0.1
ORD-13176,2023-04-04,C0026,Customer 26,North,SMB,Office Supplies,File Cabinet,6,114.0,60,Direct,SR01,Arjun Sharma,684.0,360,324.0,0.05
ORD-13177,2022-03-19,C0124,Customer 124,West,Corporate,Furniture,Executive Desk,8,510.0,310,Direct,SR04,Sneha Joshi,4080.0,2480,1600.0,0.15
ORD-13178,2022-05-12,C0122,Customer 122,North,SMB,Clothing,Leather Belt,5,38.25,18,Direct,SR06,Neha Gupta,191.25,90,101.25,0.15
ORD-13179,2022-09-15,C0037,Customer 37,South,SMB,Clothing,Business Suit,20,304.0,170,Online,SR02,Priya Patel,6080.0,3400,2680.0,0.05
ORD-13180,2023-04-05,C0002,Customer 2,East,Consumer,Furniture,Executive Desk,18,600,310,Wholesale,SR03,Rohit Mehta,10800,5580,5220,0
ORD-13181,2024-06-14,C0016,Customer 16,West,Corporate,Furniture,Bookshelf L,6,170.0,95,Online,SR04,Sneha Joshi,1020.0,570,450.0,0.15
ORD-13182,2022-03-06,C0085,Customer 85,North,SMB,Office Supplies,Ballpoint Pens Pack,1,18,6,Online,SR06,Neha Gupta,18,6,12,0
ORD-13183,2022-10-05,C0026,Customer 26,North,SMB,Furniture,Ergonomic Chair,10,450,240,Online,SR01,Arjun Sharma,4500,2400,2100,0
ORD-13184,2023-06-14,C0152,Customer 152,Central,SMB,Clothing,Formal Trousers,5,90,42,Direct,SR05,Vikram Nair,450,210,240,0
ORD-13185,2023-09-12,C0178,Customer 178,North,Consumer,Furniture,Bookshelf L,5,200,95,Online,SR06,Neha Gupta,1000,475,525,0
ORD-13186,2023-05-29,C0182,Customer 182,North,Consumer,Software,Analytics Tool,11,1020.0,150,Online,SR06,Neha Gupta,11220.0,1650,9570.0,0.15
ORD-13187,2023-08-28,C0078,Customer 78,South,SMB,Furniture,Executive Desk,16,600,310,Direct,SR07,Amit Desai,9600,4960,4640,0
ORD-13188,2023-05-20,C0051,Customer 51,West,Corporate,Clothing,Tie Collection,8,40,15,Direct,SR04,Sneha Joshi,320,120,200,0
ORD-13189,2022-12-29,C0159,Customer 159,North,Consumer,Electronics,Wireless Headphones,6,180,90,Direct,SR01,Arjun Sharma,1080,540,540,0
ORD-13190,2024-01-04,C0111,Customer 111,North,Consumer,Software,Project Manager,2,540.0,80,Wholesale,SR06,Neha Gupta,1080.0,160,920.0,0.1
ORD-13191,2023-10-14,C0189,Customer 189,North,Consumer,Software,Project Manager,18,600,80,Wholesale,SR01,Arjun Sharma,10800,1440,9360,0
ORD-13192,2023-12-18,C0035,Customer 35,East,Consumer,Clothing,Formal Trousers,6,90,42,Wholesale,SR08,Kavya Reddy,540,252,288,0
ORD-13193,2023-02-12,C0169,Customer 169,Central,Corporate,Clothing,Formal Shirt,12,65,28,Retail,SR05,Vikram Nair,780,336,444,0
